Ra,feed_rate_mm,rpm,depth_mm,filepath
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-12\12_data\e00\d00\e000001b.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-12\12_data\e00\d00\e000010d.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-12\12_data\e00\d00\e00001f7.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-12\12_data\e00\d00\e0000209.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-12\12_data\e00\d00\e0000271.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-12\12_data\e00\d00\e00004c7.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-12\12_data\e00\d00\e00004cd.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-12\12_data\e00\d00\e0000505.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-12\12_data\e00\d00\e000052b.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-12\12_data\e00\d00\e000068b.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-12\12_data\e00\d00\e000072c.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-12\12_data\e00\d00\e0000772.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-12\12_data\e00\d00\e0000804.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-12\12_data\e00\d00\e0000864.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-12\12_data\e00\d00\e00008b8.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-12\12_data\e00\d00\e0000b99.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-12\12_data\e00\d00\e0000bce.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-12\12_data\e00\d00\e0000c8f.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-12\12_data\e00\d00\e0000d3a.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-12\12_data\e00\d00\e0000df9.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-12\12_data\e00\d00\e0000f1a.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-12\12_data\e00\d00\e0000f58.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-13\13_data\e00\d00\e0000018.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-13\13_data\e00\d00\e000019c.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-13\13_data\e00\d00\e00002d3.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-13\13_data\e00\d00\e0000545.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-13\13_data\e00\d00\e00005b6.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-13\13_data\e00\d00\e00005fc.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-13\13_data\e00\d00\e0000614.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-13\13_data\e00\d00\e0000652.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-13\13_data\e00\d00\e00007dd.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-13\13_data\e00\d00\e00007f3.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-13\13_data\e00\d00\e0000883.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-13\13_data\e00\d00\e00008d8.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-13\13_data\e00\d00\e00009b3.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-13\13_data\e00\d00\e00009f8.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-13\13_data\e00\d00\e0000a17.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-13\13_data\e00\d00\e0000b02.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-13\13_data\e00\d00\e0000b49.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-13\13_data\e00\d00\e0000b53.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-13\13_data\e00\d00\e0000bf5.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-13\13_data\e00\d00\e0000c90.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-13\13_data\e00\d00\e0000dcf.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-13\13_data\e00\d00\e0000f4a.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-14\14_data\e00\d00\e000010f.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-14\14_data\e00\d00\e000022f.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-14\14_data\e00\d00\e0000251.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-14\14_data\e00\d00\e000040f.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-14\14_data\e00\d00\e000051c.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-14\14_data\e00\d00\e0000574.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-14\14_data\e00\d00\e00005e1.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-14\14_data\e00\d00\e0000670.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-14\14_data\e00\d00\e00006d8.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-14\14_data\e00\d00\e000086c.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-14\14_data\e00\d00\e000092c.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-14\14_data\e00\d00\e0000931.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-14\14_data\e00\d00\e00009c7.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-14\14_data\e00\d00\e00009ca.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-14\14_data\e00\d00\e00009fc.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-14\14_data\e00\d00\e0000a15.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-14\14_data\e00\d00\e0000a93.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-14\14_data\e00\d00\e0000cc5.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-14\14_data\e00\d00\e0000cd6.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-14\14_data\e00\d00\e0000ce8.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-14\14_data\e00\d00\e0000dae.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-14\14_data\e00\d00\e0000e68.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-15\15_data\e00\d00\e000000f.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-15\15_data\e00\d00\e000009e.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-15\15_data\e00\d00\e0000148.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-15\15_data\e00\d00\e00001b3.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-15\15_data\e00\d00\e00001d3.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-15\15_data\e00\d00\e00002b6.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-15\15_data\e00\d00\e00002bf.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-15\15_data\e00\d00\e0000307.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-15\15_data\e00\d00\e000035e.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-15\15_data\e00\d00\e0000408.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-15\15_data\e00\d00\e00004fa.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-15\15_data\e00\d00\e0000594.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-15\15_data\e00\d00\e0000679.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-15\15_data\e00\d00\e0000711.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-15\15_data\e00\d00\e000074e.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-15\15_data\e00\d00\e0000c02.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-15\15_data\e00\d00\e0000c69.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-15\15_data\e00\d00\e0000c83.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-15\15_data\e00\d00\e0000ded.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-15\15_data\e00\d00\e0000e71.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-15\15_data\e00\d00\e0000f97.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-15\15_data\e00\d00\e0000fe1.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-16\16_data\e00\d00\e00000ab.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-16\16_data\e00\d00\e00001c5.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-16\16_data\e00\d00\e00001ca.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-16\16_data\e00\d00\e0000227.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-16\16_data\e00\d00\e000039b.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-16\16_data\e00\d00\e00003a7.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-16\16_data\e00\d00\e00003ab.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-16\16_data\e00\d00\e00003fe.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-16\16_data\e00\d00\e000048c.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-16\16_data\e00\d00\e00004d6.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-16\16_data\e00\d00\e00004fb.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-16\16_data\e00\d00\e00005c7.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-16\16_data\e00\d00\e00008ad.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-16\16_data\e00\d00\e00008c4.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-16\16_data\e00\d00\e00009d7.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-16\16_data\e00\d00\e0000be6.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-16\16_data\e00\d00\e0000c9c.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-16\16_data\e00\d00\e0000ca2.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-16\16_data\e00\d00\e0000ced.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-16\16_data\e00\d00\e0000db4.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-16\16_data\e00\d00\e0000dd1.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-16\16_data\e00\d00\e0000e52.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-17\17._data\e00\d00\e00000c0.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-17\17._data\e00\d00\e00000dc.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-17\17._data\e00\d00\e00000f0.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-17\17._data\e00\d00\e0000148.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-17\17._data\e00\d00\e000014d.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-17\17._data\e00\d00\e0000183.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-17\17._data\e00\d00\e0000200.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-17\17._data\e00\d00\e0000258.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-17\17._data\e00\d00\e00003b9.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-17\17._data\e00\d00\e0000424.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-17\17._data\e00\d00\e0000561.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-17\17._data\e00\d00\e0000589.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-17\17._data\e00\d00\e0000660.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-17\17._data\e00\d00\e00006d4.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-17\17._data\e00\d00\e00006ec.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-17\17._data\e00\d00\e0000865.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-17\17._data\e00\d00\e00008be.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-17\17._data\e00\d00\e0000e43.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-17\17._data\e00\d00\e0000ea2.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-17\17._data\e00\d00\e0000ee7.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-17\17._data\e00\d00\e0000f23.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-17\17._data\e00\d00\e0000fc1.au
2.31,10,500,0.75,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-500rpm\doc-0.75mm Ra-2.31\10-500-0.75-18\18_data\e00\d00\e00000c0.au
